age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,target
31, Federal-gov,11.775728094880009, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,60, United-States, >50K
61, Private,12.099283331848639, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,2051,20, United-States, <=50K
26, Private,12.165365227779084, Bachelors,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
46, Private,10.720797375716495, Bachelors,13, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
50, Private,11.50767168802168, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,35, United-States, <=50K
18, Private,10.644781833401396, 11th,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,5, United-States, <=50K
23, Private,11.996758032152405, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,48, United-States, <=50K
21, Private,12.264190598864822, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1762,28, United-States, <=50K
46, Private,12.26068392929792, Assoc-acdm,12, Married-civ-spouse, Transport-moving, Husband, Other, Male,0,0,36, United-States, <=50K
38, Private,10.41622135457142, HS-grad,9, Divorced, Sales, Unmarried, White, Female,0,0,40, United-States, <=50K
53, Private,11.702214360060871, 12th,8, Divorced, Farming-fishing, Own-child, White, Male,0,0,40, United-States, <=50K
53, Private,10.500316545422477, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
50, Private,11.847274019602882, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
26, Private,11.5882833699181, HS-grad,9, Never-married, Other-service, Unmarried, White, Male,0,0,25, United-States, <=50K
46, Local-gov,11.850960765085265, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,8614,0,55, United-States, >50K
44, Local-gov,12.224703017375885, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
36, Local-gov,11.650240938919584, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, >50K
20, Private,12.749541629781167, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,0,30, United-States, <=50K
35, Private,12.183397496490956, 7th-8th,4, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40,non_usa, <=50K
40, State-gov,10.361766465136906, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,20, United-States, <=50K
70, Private,12.06699446933363, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
57, Private,12.332154484001252, 7th-8th,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States, <=50K
40, Private,13.247297670644825, Preschool,1, Married-civ-spouse, Other-service, Husband, White, Male,0,1672,40,non_usa, <=50K
18, Private,10.4957641227111, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,0,5, United-States, <=50K
45, Self-emp-not-inc,10.357044168111546, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,2829,0,60, United-States, <=50K
52, Private,12.594700126381987, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
42, Self-emp-inc,11.992458544432093, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, Black, Male,0,0,60, United-States, <=50K
28, Local-gov,12.713639966789172, HS-grad,9, Separated, Transport-moving, Own-child, White, Male,0,0,45, United-States, <=50K
32, Private,12.499290616580447, Assoc-voc,11, Never-married, Tech-support, Unmarried, White, Female,0,0,60, United-States, <=50K
56, Federal-gov,12.669325413905666, Bachelors,13, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
44, Private,10.859537314183632, 1st-4th,2, Married-civ-spouse, Other-service, Wife, Asian-Pac-Islander, Female,0,0,40,non_usa, <=50K
20, Private,12.122935571907316, Some-college,10, Never-married, Sales, Unmarried, Black, Female,0,0,30, United-States, <=50K
32, Private,12.238583397158356, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Private,11.937984028172796, Some-college,10, Separated, Adm-clerical, Other-relative, White, Male,3325,0,40, United-States, <=50K
21, Private,12.269117864747223, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Black, Male,2176,0,40, United-States, <=50K
32, Private,12.656622649071588, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
49, Private,11.103226406330002, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,5013,0,40, United-States, <=50K
22, Private,12.235340143210742, Bachelors,13, Never-married, Adm-clerical, Own-child, White, Female,1055,0,30, United-States, <=50K
51, Self-emp-inc,12.472038110193141, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private,11.011505469278333, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3411,0,40, United-States, <=50K
23, Private,12.722085790809869, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,50, United-States, <=50K
34, Private,12.71025424657736, HS-grad,9, Never-married, Other-service, Unmarried, Black, Male,0,0,30, United-States, <=50K
53, Private,11.961526687955528, 12th,8, Divorced, Transport-moving, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,12.146513705672954, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,45, United-States, <=50K
60, Private,12.33476484813903, Some-college,10, Widowed, Protective-serv, Not-in-family, Black, Female,0,0,40, United-States, <=50K
55, Private,12.120405818773081, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,38, United-States, <=50K
57, Self-emp-not-inc,10.839384814049202, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,30, United-States, <=50K
59, Private,12.859038251457264, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States, <=50K
30, Private,12.080566110290452, Assoc-voc,11, Married-civ-spouse, Prof-specialty, Own-child, White, Female,7298,0,16, United-States, >50K
49, Private,11.4472022423509, Bachelors,13, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,43, United-States, <=50K
45, Private,10.318539889280197, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-inc,11.735668936263098, Bachelors,13, Never-married, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
37, Self-emp-not-inc,11.74938003034411, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, >50K
21, Private,11.89111529494331, 12th,8, Never-married, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
36, State-gov,12.753361337485451, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
37, Private,12.102610327155428, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,45, United-States, <=50K
19, Private,12.026269913831172, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
30, Private,12.67215923819495, Assoc-voc,11, Married-civ-spouse, Tech-support, Wife, White, Female,0,0,35,non_usa, <=50K
59, Federal-gov,12.591236401999845, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, >50K
32, Private,12.343945848838393, Assoc-voc,11, Married-civ-spouse, Other-service, Husband, White, Male,0,0,60, United-States, >50K
25, Private,12.3986085247311, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,11.617888901802692, Bachelors,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,80, United-States, >50K
49, Local-gov,11.57640717788265, Bachelors,13, Divorced, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
49, Private,10.076431947517486, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
48, Private,11.569381409914444, 9th,5, Widowed, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
42, Private,12.04352430383516, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,45, United-States, <=50K
53, Private,11.859263163213898, 11th,7, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
29, Self-emp-not-inc,12.394338996964947, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,45, United-States, <=50K
54, Self-emp-not-inc,11.976332383686652, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,15, United-States, <=50K
66, Private,11.657008492776745, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,55, United-States, >50K
34, Private,12.515067234233655, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
39, Private,10.326432330524938, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1887,40, United-States, >50K
30, Private,12.155978631718105, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,40, United-States, <=50K
27, Private,11.744513263067102, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
25, Private,12.876953767035946, Assoc-voc,11, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
26, Private,12.274053671941179, HS-grad,9, Separated, Farming-fishing, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,12.048664164827604, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,7298,0,60, United-States, >50K
55, Private,11.686819946834083, Some-college,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,10, United-States, <=50K
26, Private,12.412598891020945, HS-grad,9, Never-married, Other-service, Other-relative, White, Male,0,0,40, United-States, <=50K
45, Private,12.071363416671666, Bachelors,13, Separated, Prof-specialty, Unmarried, White, Female,0,0,56,non_usa, <=50K
61, Local-gov,11.940856317794056, Masters,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
26, Private,12.861720430619165, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,60, United-States, <=50K
44, Federal-gov,10.556697763492373, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
45, Self-emp-not-inc,11.623383963801382, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,30, United-States, <=50K
55, Private,12.03739360497737, Some-college,10, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,11.363763985027427, Some-college,10, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,0,0,30, United-States, <=50K
48, Private,11.511274102220998, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
33, Private,12.482040119223017, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,60, United-States, <=50K
44, Private,11.68297199088857, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,0,40, United-States, <=50K
32, Self-emp-inc,12.253390297514052, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50,non_usa, <=50K
54, Private,11.722975671333126, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
40, Private,11.82937719341809, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
29, Private,11.689891037386406, HS-grad,9, Married-civ-spouse, Prof-specialty, Wife, Asian-Pac-Islander, Female,0,0,10,non_usa, >50K
56, Private,11.806736218630185, 10th,6, Married-civ-spouse, Adm-clerical, Husband, Black, Male,0,0,40, United-States, <=50K
47, Private,11.704570093225035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, >50K
22, Private,11.902633750465954, Some-college,10, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
46, Private,12.014536766961907, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,45, United-States, >50K
24, Federal-gov,12.650812952486735, Some-college,10, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
37, Private,12.517043907209903, HS-grad,9, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
49, Private,12.4658296679402, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
44, Federal-gov,12.548736389436238, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Male,13550,0,50, United-States, >50K
21, Private,11.688188837952277, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, <=50K
55, Private,12.019025942796452, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
23, State-gov,11.820961483302401, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,32, United-States, <=50K
50, Private,12.141347440301546, 11th,7, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
44, Private,12.702477792209933, Assoc-voc,11, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,20, United-States, <=50K
48, Private,12.7669447867803, Some-college,10, Married-civ-spouse, Craft-repair, Other-relative, Asian-Pac-Islander, Male,0,0,40,non_usa, >50K
38, Self-emp-not-inc,11.600322600878652, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,70, United-States, >50K
48, Private,11.606543304483287, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1977,45, United-States, >50K
39, Private,11.369551507114187, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, <=50K
52, Federal-gov,11.94808528841343, HS-grad,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,44, United-States, >50K
63, Private,10.734481799788199, HS-grad,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States, <=50K
48, Private,12.072941172926978, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Female,0,2258,40, United-States, >50K
37, Private,12.730898802835446, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
26, State-gov,11.976426749719982, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, <=50K
50, Self-emp-inc,11.707183827114658, 11th,7, Never-married, Exec-managerial, Other-relative, White, Male,0,2444,40, United-States, >50K
47, Self-emp-not-inc,12.398307403775137, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,40, United-States, >50K
19, Private,11.694946976755181, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Female,0,0,15, United-States, <=50K
34, Private,12.172226264746344, Some-college,10, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40,non_usa, <=50K
29, Local-gov,10.726653714419808, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
33, Private,12.428079551107299, HS-grad,9, Never-married, Tech-support, Not-in-family, White, Male,0,0,45, United-States, <=50K
53, Private,10.985038453275942, Some-college,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,24, United-States, <=50K
24, Private,13.031052589360307, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
39, Private,11.673180333414935, Some-college,10, Divorced, Transport-moving, Not-in-family, White, Male,0,0,65, United-States, <=50K
50, Self-emp-not-inc,12.392228508634075, Assoc-acdm,12, Never-married, Sales, Not-in-family, White, Female,0,1408,5, United-States, <=50K
31, Private,12.330248536605495, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
22, Private,12.805848265947807, Assoc-voc,11, Never-married, Sales, Not-in-family, Black, Female,0,0,25, United-States, <=50K
42, Local-gov,11.528729914115171, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,42, United-States, <=50K
23, Private,12.496766428226325, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
22, Private,12.138056083012769, 11th,7, Divorced, Sales, Own-child, White, Male,0,0,50, United-States, <=50K
65, Private,12.070270104370612, 5th-6th,3, Widowed, Machine-op-inspct, Not-in-family, White, Female,0,0,10,non_usa, <=50K
34, Private,11.653035172954874, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,44, United-States, <=50K
23, Private,11.868962205300354, Some-college,10, Never-married, Adm-clerical, Own-child, White, Male,1055,0,20, United-States, <=50K
38, Private,10.99641705806874, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,7298,0,40, United-States, >50K
45, Self-emp-not-inc,10.811645301180095, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,80, United-States, <=50K
19, Private,11.755801052853856, HS-grad,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
46, Private,11.957181706796153, Bachelors,13, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,1602,8, United-States, <=50K
23, Private,11.714003350246626, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States, <=50K
37, Private,11.875977034946459, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,60, United-States, >50K
59, Private,11.422825687413782, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, <=50K
36, State-gov,11.819483264690817, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
35, Private,12.24079286200836, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,10520,0,45, United-States, >50K
51, Private,12.058111934920028, Some-college,10, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,12, United-States, <=50K
42, Local-gov,12.15454774537671, Bachelors,13, Divorced, Prof-specialty, Unmarried, Black, Female,0,0,30, United-States, <=50K
35, Private,11.58027565466057, Masters,14, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
20, Private,12.20683735306682, HS-grad,9, Never-married, Other-service, Own-child, White, Female,0,0,38, United-States, <=50K
25, Private,11.918010500860097, HS-grad,9, Never-married, Other-service, Other-relative, Asian-Pac-Islander, Male,4101,0,60, United-States, <=50K
41, Private,11.929897447664159, 10th,6, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,40, United-States, <=50K
40, Private,11.125084141615613, HS-grad,9, Divorced, Transport-moving, Not-in-family, White, Male,0,0,35, United-States, <=50K
36, Private,10.900971099687215, Assoc-acdm,12, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,37, United-States, <=50K
34, Self-emp-inc,11.945486798740093, Masters,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, >50K
44, Self-emp-not-inc,11.965382295623904, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,0,42, United-States, <=50K
31, Federal-gov,12.85224613613202, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, <=50K
41, Local-gov,11.98782334779373, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,11.802485772433782, Some-college,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
43, Private,12.044905742808616, Masters,14, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
58, Private,12.430039857542761, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,5178,0,40, United-States, >50K
19, Private,11.762617466717582, Some-college,10, Never-married, Sales, Own-child, White, Female,0,0,30, United-States, <=50K
43, Local-gov,12.004164518098118, Bachelors,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States, >50K
50, Private,12.18428705345825, HS-grad,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,0,45, United-States, <=50K
44, Self-emp-inc,11.842164461815134, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
46, Private,11.681984461530606, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Male,0,0,38, United-States, <=50K
52, Self-emp-not-inc,12.130308687603948, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States, >50K
52, Self-emp-not-inc,12.553481289613183, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States, <=50K
18, Private,11.69236788101334, 12th,8, Never-married, Adm-clerical, Own-child, White, Female,0,0,12, United-States, <=50K
29, Private,11.94090846495335, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States, <=50K
34, Private,12.303026927602826, Bachelors,13, Never-married, Exec-managerial, Own-child, White, Male,0,0,40, United-States, <=50K
23, Local-gov,12.221345420677205, Some-college,10, Married-civ-spouse, Protective-serv, Husband, Black, Male,0,0,40, United-States, <=50K
64, State-gov,11.555611321420164, Some-college,10, Separated, Adm-clerical, Not-in-family, White, Female,0,0,65, United-States, <=50K
68, Private,12.52123368897024, 10th,6, Divorced, Transport-moving, Not-in-family, White, Male,0,0,20, United-States, <=50K
42, State-gov,13.029267344566485, HS-grad,9, Never-married, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States, <=50K
41, Private,11.628777749035867, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
41, Self-emp-inc,11.074513521713284, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, <=50K
22, State-gov,10.102133472249937, Some-college,10, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,20, United-States, <=50K
67, Self-emp-inc,12.114949189155228, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,20051,0,20, United-States, >50K
27, Private,11.519593186228219, Some-college,10, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,40,non_usa, >50K
25, Private,12.089679268850325, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
28, Private,10.918555175493893, Assoc-acdm,12, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,0,45, United-States, <=50K
51, Federal-gov,12.315850390848416, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male,15024,0,40,non_usa, >50K
23, Local-gov,11.998747077666373, Bachelors,13, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,35,non_usa, <=50K
19, Private,13.448880511732419, 12th,8, Never-married, Other-service, Own-child, White, Female,0,0,15, United-States, <=50K
33, Private,12.45434578711683, Some-college,10, Never-married, Other-service, Not-in-family, White, Male,0,0,35, United-States, <=50K
53, Private,13.199072534968602, Some-college,10, Divorced, Craft-repair, Not-in-family, White, Male,0,0,20, United-States, <=50K
35, Private,12.393186865809536, Assoc-voc,11, Never-married, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
31, Private,12.558119395884667, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18, Private,12.100928773070182, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,20, United-States, <=50K
45, Private,12.091873181205143, Assoc-voc,11, Divorced, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States, <=50K
28, Private,12.076590187751938, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States, <=50K
22, Local-gov,12.01233618592092, 5th-6th,3, Never-married, Handlers-cleaners, Other-relative, White, Male,0,0,40,non_usa, >50K
55, Private,12.083322921270328, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,0,40, United-States, <=50K
45, Private,12.48785107572874, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1902,40, United-States, >50K
22, Private,12.170911680436584, HS-grad,9, Never-married, Sales, Not-in-family, White, Female,0,0,37, United-States, <=50K
37, Private,12.133550338621495, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1672,60, United-States, <=50K
28, Private,12.074037276161755, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
19, Private,11.607580885011611, 11th,7, Never-married, Sales, Own-child, Black, Female,0,0,35, United-States, <=50K
37, Self-emp-not-inc,12.000486555954298, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1902,45, United-States, >50K
50, Private,12.088954388859268, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
31, Private,12.108305449732674, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States, <=50K
40, Private,11.165422614199908, Preschool,1, Never-married, Other-service, Not-in-family, White, Female,0,0,20, United-States, <=50K
51, Private,11.761908288282733, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,45, United-States, <=50K
56, Private,11.577991971698873, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
21, Private,11.71462472219042, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,0,35, United-States, <=50K
40, Private,12.089004978936316, Assoc-voc,11, Married-civ-spouse, Exec-managerial, Husband, White, Male,7688,0,44, United-States, >50K
22, Private,12.447240773757203, Some-college,10, Never-married, Exec-managerial, Unmarried, Black, Female,0,0,40,non_usa, <=50K
47, Self-emp-inc,11.535743150250674, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2415,45, United-States, >50K
44, Private,10.407439607358947, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, Amer-Indian-Eskimo, Male,0,0,40, United-States, <=50K
30, Private,12.28044236913828, Some-college,10, Never-married, Adm-clerical, Not-in-family, Other, Male,0,0,40, United-States, <=50K
44, Local-gov,12.195613135067067, Some-college,10, Divorced, Other-service, Unmarried, White, Female,0,0,40, United-States, <=50K
41, Private,12.23630597750693, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
47, Private,11.677159422965527, Assoc-acdm,12, Divorced, Sales, Own-child, White, Male,0,0,44, United-States, <=50K
26, Private,12.685543815837512, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45,non_usa, >50K
34, Private,11.41216546181908, Assoc-voc,11, Never-married, Tech-support, Not-in-family, Black, Male,0,0,40, United-States, <=50K
47, Private,12.594435676571663, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,99999,0,40, United-States, >50K
36, Private,11.756444028756572, HS-grad,9, Separated, Adm-clerical, Not-in-family, White, Female,0,0,38, United-States, <=50K
21, Private,12.10176712872086, Assoc-voc,11, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,46, United-States, <=50K
45, State-gov,12.350229264976713, Bachelors,13, Divorced, Protective-serv, Not-in-family, White, Male,0,0,40, United-States, <=50K
33, Private,12.78272814377798, HS-grad,9, Separated, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,0,0,35,non_usa, <=50K
33, Private,12.196370733818416, HS-grad,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,65, United-States, <=50K
58, Self-emp-not-inc,11.50429835826971, HS-grad,9, Divorced, Farming-fishing, Unmarried, White, Female,0,0,10, United-States, <=50K
31, Private,12.145504897096417, Assoc-acdm,12, Divorced, Craft-repair, Not-in-family, White, Male,0,0,50, United-States, >50K
32, Self-emp-not-inc,11.665715219158145, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,50, United-States, >50K
44, Federal-gov,10.556697763492373, Bachelors,13, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, >50K
24, Private,11.763505178970242, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
35, Private,11.42779232299237, Bachelors,13, Married-civ-spouse, Other-service, Husband, Amer-Indian-Eskimo, Male,7688,0,20, United-States, >50K
